OBJECTID,GEOMETRYID,TRAILNAME,TRLALTNAME,TRLLABEL,TRLFEATTYPE,TRAILSTATUS,TRLSURFACE,TRAILTYPE,TRAILCLASS,TRLUSE,DISTRIBUTE,RESTRICTION,UNITCODE,ISEXTANT,UNITNAME,GROUPCODE,REGIONCODE,CREATEDATE,EDITDATE,MAPMETHOD,MAPSOURCE,SOURCESCALE,SOURCEDATE,XYERROR,FMSSID,ASSETID,NOTES,FEATUREID,EDITBY,CREATEBY,FACILITYTYPE,ASSETCODE,COUNTY,LANDFORM,MANAGEMENTZONE,WATERSHED,LON,LAT,COORD_SYSTEM,DATUM,UTM_ZONE,X_COORD,Y_COORD,STATE,QUADNAME,HERROR,VERROR,PARKDISTRICT,FMSS_LOC,FMSS_ASSET,LOC_NAME,MTFCC,FRA,ACCESS,AGENCY_DAT,ACCESS_STA,ADMIN_ORG,CONG_DIST,DESIGN_USE,HIST_SIGNF,JURIDICT,LAND_PLAN,MANGED_US,MTR_PROHIBITED,NAT_TR_DES,PR_TR_MNTR,PROHIB_USE,ROW,ROAD_SYS,SHARED_SYS,SPC_MGT_AR,GRSM_STATUS,RuleID,Shape__Length
869,e7eaf355-7aa4-4dd4-ac04-15fe68739fc3,Lake Shore Trail low water access,,Lake Shore Trail low water access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-07-30T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Swain,,,Eagle Creek,,,GCS,NAD83,17,,,North Carolina,FONTANA DAM,>1m <=5m,,Deep Creek District,47334,,,Bridle Path ,Yes,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,"NATIONAL PARK SERVICE SYSTEM ROAD
SERVICE SYSTEM ROAD",,,2,Horse Trail Located by GPS (Open),0.00344428004795372
870,5e7cc83d-7404-4d82-95b4-5b40b9c1c4f8,Elkmont Nature Trail,,Elkmont Nature Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2005-02-18T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Sevier,,,Little River-Goshen Prong,,,GCS,NAD83,17,,,Tennessee,GATLINBURG,>1m <=5m,,Little River District,46647,,,Walkway/Pedestrian Trail ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Interpretive Trail Located by GPS (Open),0.0118728536477137
871,f0e3bd34-ac2e-4f82-8f50-e5cf3f33bbac,Finley Cane Trail,,Finley Cane Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-07-30T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Blount,,,Little River-Crooked Creek,,,GCS,NAD83,17,,,Tennessee,THUNDERHEAD MOUNTAIN,>1m <=5m,,Cades Cove District,44299,,,Bridle Path ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,2,Horse Trail Located by GPS (Open),0.0415889088783842
872,73cc4811-a954-44ea-be2c-51446c990d1d,Finley Cane Trail,,Finley Cane Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-07-30T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Blount,,,Little River-Crooked Creek,,,GCS,NAD83,17,,,Tennessee,THUNDERHEAD MOUNTAIN,>1m <=5m,,Cades Cove District,44299,,,Bridle Path ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Horse Trail Located by GPS (Open),0.00307410910672497
873,a087c409-1c71-4858-a154-65742b37717a,Forney Creek Trail,,Forney Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-07-30T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Swain,,,Noland Creek,,,GCS,NAD83,17,,,North Carolina,SILERS BALD,>1m <=5m,,Deep Creek District,47297,,,Walkway/Pedestrian Trail ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Trail Located by GPS (Open),0.118700523536268
874,449ef04c-7c1f-409d-abe7-16a433a63d59,Forney Creek Trail,,Forney Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-10-13T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Swain,,,Forney Creek,,,GCS,NAD83,17,,,North Carolina,SILERS BALD,>1m <=5m,,Deep Creek District,47297,,,Bridle Path ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,2,Horse Trail Located by GPS (Open),0.0183815206026883
875,4ffcaaef-a33b-4692-9d05-ea791791dd7a,Forney Creek Trail,,Forney Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-10-13T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Swain,,,Forney Creek,,,GCS,NAD83,17,,,North Carolina,NOLAND CREEK,>1m <=5m,,Deep Creek District,47297,,,Bridle Path ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,2,Horse Trail Located by GPS (Open),0.0170016142865358
876,0f92cd34-4be1-45a0-87a9-2846dc9b47da,Forney Creek Trail,,Forney Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-07-30T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Swain,,,Forney Creek,,,GCS,NAD83,17,,,North Carolina,NOLAND CREEK,>1m <=5m,,Deep Creek District,47297,,,Bridle Path ,Yes,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,"NATIONAL PARK SERVICE SYSTEM ROAD
SERVICE SYSTEM ROAD",,,2,Horse Trail Located by GPS (Open),0.00527629296939506
877,6002bd46-14eb-4ca3-bc4e-58dc4e646670,Forney Ridge Trail,,Forney Ridge Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-07-30T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Swain,,,Noland Creek,,,GCS,NAD83,17,,,North Carolina,SILERS BALD,>1m <=5m,,Deep Creek District,47303,,,Walkway/Pedestrian Trail ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Trail Located by GPS (Open),0.071103194318827
878,62e58af7-5a6b-4e76-a50d-9574dddba0ac,Gabes Mountain Trail,,Gabes Mountain Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-07-30T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Cocke,,,Cosby Creek,,,GCS,NAD83,17,,,Tennessee,HARTFORD,>1m <=5m,,Cosby District,46638,,,Walkway/Pedestrian Trail ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Trail Located by GPS (Open),0.00505941519651153
879,0597ef43-f61d-4d67-8988-3180257b5a87,Gabes Mountain Trail,,Gabes Mountain Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-07-30T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Cocke,,,Cosby Creek,,,GCS,NAD83,17,,,Tennessee,HARTFORD,>1m <=5m,,Cosby District,46638,,,Walkway/Pedestrian Trail ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Trail Located by GPS (Open),0.00415454179602043
880,b5630d65-da88-45bc-a54c-9282c9dba568,Gatlinburg Trail,,Gatlinburg Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-07-30T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Sevier,,,West Prong Little Pigeon River Upper,,,GCS,NAD83,17,,,Tennessee,GATLINBURG,>1m <=5m,,Little River District,47707,,,Walkway/Pedestrian Trail ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Trail Located by GPS (Open),0.000616159535021653
881,7e10ebd8-f65c-4f5c-bf0e-453f3b661ff7,Gold Mine Trail,,Gold Mine Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-07-30T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Blount,,,Abrams Creek Lower,,,GCS,NAD83,17,,,Tennessee,BLOCKHOUSE,>1m <=5m,,Cades Cove District,44261,,,Bridle Path ,Yes,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,2,Horse Trail Located by GPS (Open),0.015456030614505
882,2bb60907-0551-4fd0-ac5a-2cd0e54fec28,Goshen Prong Trail,,Goshen Prong Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2008-08-02T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Sevier,,,Little River-Goshen Prong,,,GCS,NAD83,17,,,North Carolina,SILERS BALD,>1m <=5m,,Little River District,46669,,,Walkway/Pedestrian Trail ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 4,HIKER/PEDESTRIAN,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Trail Located by GPS (Open),0.12067661833147
883,c5621f38-34f1-45f2-9c69-601e16f1ff88,Grapeyard Ridge Trail,,Grapeyard Ridge Trail,Park Trail (only),Existing,Native,Unknown,Class 3: Developed,,Public ,Unrestricted,GRSM,Unknown,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-07-31T00:00:00.000Z,Unknown,,,,,GRSM_GIS,GRSM_GIS,,Trail,Sevier,,,Porters Creek,,,GCS,NAD83,17,,,Tennessee,MOUNT LE CONTE,>1m <=5m,,Cosby District,46839,,,Walkway/Pedestrian Trail ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Trail Located by GPS (Open),0.0529881100503983
884,fb652a38-8835-49bb-9569-30e3044c14fa,Grassy Branch Trail,,Grassy Branch Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-07-31T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Swain,,,Upper Oconaluftee River,,,GCS,NAD83,17,,,North Carolina,MOUNT GUYOT,>1m <=5m,,Oconaluftee District,47305,,,Bridle Path ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,2,Horse Trail Located by GPS (Open),0.0412739914641862
885,ba3a3f73-6c87-4519-a03a-e579bcccb2d5,Greenbrier Ridge Trail,,Greenbrier Ridge Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-07-31T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Sevier,,,Little River-Crooked Creek,,,GCS,NAD83,17,,,Tennessee,THUNDERHEAD MOUNTAIN,>1m <=5m,,Cades Cove District,44296,,,Walkway/Pedestrian Trail ,Yes,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Trail Located by GPS (Open),0.0352305257506832
886,95bb6cdb-fb8c-4f74-a033-757bb3383a70,Gregory Bald Trail,,Gregory Bald Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2006-10-20T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Blount,,,Lake Cheoah-Little Tennessee River,,,GCS,NAD83,17,,,North Carolina,CADES COVE,>1m <=5m,,Cades Cove District,44279,,,Bridle Path ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 3,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,2,Horse Trail Located by GPS (Open),0.0195705603636102
887,f2d8c9d7-75f2-4295-9e15-3bdac84f3c5a,Gregory Bald Trail,,Gregory Bald Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-07-31T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Swain,,,Lake Cheoah-Little Tennessee River,,,GCS,NAD83,17,,,North Carolina,CADES COVE,>1m <=5m,,Cades Cove District,44279,,,Bridle Path ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Horse Trail Located by GPS (Open),0.00125408811935662
888,73cdd6bc-64f8-4601-b273-7ac4fde4216b,Gregory Bald Trail,,Gregory Bald Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-07-31T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Blount,,,Lake Cheoah-Little Tennessee River,,,GCS,NAD83,17,,,North Carolina,CADES COVE,>1m <=5m,,Cades Cove District,44279,,,Bridle Path ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 4,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,2,Horse Trail Located by GPS (Open),0.0341300808621597
889,268c733f-73a3-4a5c-b19b-540830fe0d11,Gunter Fork Trail,,Gunter Fork Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-07-31T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Haywood,,,Big Creek,,,GCS,NAD83,17,,,North Carolina,LUFTEE KNOB,>1m <=5m,,Cosby District,44246,,,Walkway/Pedestrian Trail ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Trail Located by GPS (Open),0.0648490004190978
890,58bd66a8-1b06-4008-9e23-c9ee0855a16d,Hatcher Mountain Trail,,Hatcher Mountain Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-08-01T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Blount,,,Abrams Creek Lower,,,GCS,NAD83,17,,,Tennessee,CALDERWOOD,>1m <=5m,,Cades Cove District,44262,,,Bridle Path ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,2,Horse Trail Located by GPS (Open),0.00280299377859749
891,b946baff-8583-4b14-9e19-8269779589da,Hazel Creek Trail,,Hazel Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-08-01T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Swain,,,Hazel Creek,,,GCS,NAD83,17,,,North Carolina,THUNDERHEAD MOUNTAIN,>1m <=5m,,Deep Creek District,47310,,,Bridle Path ,Yes,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,"NATIONAL PARK SERVICE SYSTEM ROAD
SERVICE SYSTEM ROAD",,,2,Horse Trail Located by GPS (Open),0.0209872369250567
892,70a267b6-818e-41c5-b955-d1dec5400fb9,Hazel Creek Trail,,Hazel Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-08-01T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Swain,,,Hazel Creek,,,GCS,NAD83,17,,,North Carolina,THUNDERHEAD MOUNTAIN,>1m <=5m,,Deep Creek District,47310,,,Bridle Path ,Yes,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,"NATIONAL PARK SERVICE SYSTEM ROAD
SERVICE SYSTEM ROAD",,,2,Horse Trail Located by GPS (Open),0.0589415864942569
893,018b191d-521e-4bc8-8278-e8c3cba174e9,Fighting Creek Nature Trail,,Fighting Creek Nature Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-08-02T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Sevier,,,West Prong Little Pigeon River Upper,,,GCS,NAD83,17,,,Tennessee,GATLINBURG,>1m <=5m,,Little River District,46879,,,Walkway/Pedestrian Trail ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Interpretive Trail Located by GPS (Open),0.00204899963193368
894,5a2e9fbe-6250-41d9-86d7-c85bff1ee003,Fighting Creek Nature Trail,,Fighting Creek Nature Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-08-02T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Sevier,,,West Prong Little Pigeon River Upper,,,GCS,NAD83,17,,,Tennessee,GATLINBURG,>1m <=5m,,Little River District,46879,,,Walkway/Pedestrian Trail ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Interpretive Trail Located by GPS (Open),0.0151987929611902
895,ea6c76ba-da55-4565-9224-6a93f734fa62,Hughes Ridge Trail,,Hughes Ridge Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-08-02T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Swain,,,Upper Raven Fork,,,GCS,NAD83,17,,,North Carolina,MOUNT GUYOT,>1m <=5m,,Oconaluftee District,47308,,,Bridle Path ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,2,Horse Trail Located by GPS (Open),0.0395351648645507
896,b2c7bd43-df12-40c5-aab5-4012409df6d1,Hyatt Ridge Trail,,Hyatt Ridge Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-08-02T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Swain,,,Upper Raven Fork,,,GCS,NAD83,17,,,North Carolina,BUNCHES BALD,>1m <=5m,,Oconaluftee District,47309,,,Bridle Path ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,2,Horse Trail Located by GPS (Open),0.0265688404268808
897,42f36eec-3737-4eaf-a95d-6a66031949df,Indian Creek Trail,,Indian Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-08-02T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Swain,,,Deep Creek,,,GCS,NAD83,17,,,North Carolina,BRYSON CITY,>1m <=5m,,Deep Creek District,47311,,,Bridle Path ,Yes,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,"NATIONAL PARK SERVICE SYSTEM ROAD
SERVICE SYSTEM ROAD",,,2,Horse Trail Located by GPS (Open),0.00812556032308883
